0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1
356,2024.05.13 16:00:00,1.07778,1.07734,1.07281,Positive,0.000586,0.000772,0.000607,0.000860,356,2024.05.28 19:30:00,1.08747,1.08739,1.08515,Positive,-0.000047,0.000354,0.000380,0.000536,356,2024.05.31 06:55:00,1.08195,1.08222,1.08336,Negative,-0.000123,-0.000409,-0.000142,-0.000168,356,2024.06.03 06:40:00,1.08532,1.08536,1.08490,Negative,-0.000068,-0.000046,-0.000018,-0.000021
357,2024.05.13 15:00:00,1.07760,1.07722,1.07280,Positive,0.000436,0.000712,0.000587,0.000834,357,2024.05.28 19:15:00,1.08748,1.08739,1.08515,Positive,-0.000046,0.000365,0.000385,0.000542,357,2024.05.31 06:50:00,1.08195,1.08223,1.08336,Negative,-0.000146,-0.000413,-0.000139,-0.000164,357,2024.06.03 06:39:00,1.08533,1.08536,1.08490,Negative,-0.000067,-0.000043,-0.000016,-0.000019
358,2024.05.13 14:00:00,1.07746,1.07713,1.07278,Positive,0.000299,0.000663,0.000571,0.000813,358,2024.05.28 19:00:00,1.08749,1.08740,1.08515,Positive,-0.000029,0.000379,0.000390,0.000549,358,2024.05.31 06:45:00,1.08195,1.08224,1.08336,Negative,-0.000178,-0.000419,-0.000137,-0.000161,358,2024.06.03 06:38:00,1.08533,1.08537,1.08490,Negative,-0.000068,-0.000040,-0.000015,-0.000017
359,2024.05.13 13:00:00,1.07736,1.07706,1.07277,Positive,0.000209,0.000634,0.000561,0.000801,359,2024.05.28 18:45:00,1.08749,1.08738,1.08514,Positive,-0.000037,0.000387,0.000393,0.000553,359,2024.05.31 06:40:00,1.08196,1.08226,1.08336,Negative,-0.000206,-0.000422,-0.000134,-0.000156,359,2024.06.03 06:37:00,1.08534,1.08537,1.08490,Negative,-0.000069,-0.000037,-0.000014,-0.000016
360,2024.05.13 12:00:00,1.07730,1.07702,1.07276,Positive,0.000169,0.000622,0.000557,0.000796,360,2024.05.28 18:30:00,1.08746,1.08737,1.08514,Positive,-0.000079,0.000385,0.000394,0.000554,360,2024.05.31 06:35:00,1.08197,1.08228,1.08337,Negative,-0.000227,-0.000421,-0.000130,-0.000150,360,2024.06.03 06:36:00,1.08535,1.08538,1.08490,Negative,-0.000073,-0.000035,-0.000013,-0.000014
361,2024.05.13 11:00:00,1.07722,1.07696,1.07275,Positive,0.000105,0.000606,0.000553,0.000790,361,2024.05.28 18:15:00,1.08745,1.08736,1.08513,Positive,-0.000107,0.000390,0.000396,0.000557,361,2024.05.31 06:30:00,1.08198,1.08230,1.08337,Negative,-0.000262,-0.000424,-0.000126,-0.000145,361,2024.06.03 06:35:00,1.08536,1.08539,1.08490,Negative,-0.000069,-0.000031,-0.000011,-0.000012
362,2024.05.13 10:00:00,1.07716,1.07692,1.07274,Positive,0.000013,0.000586,0.000547,0.000782,362,2024.05.28 18:00:00,1.08744,1.08735,1.08513,Positive,-0.000136,0.000396,0.000399,0.000560,362,2024.05.31 06:25:00,1.08199,1.08232,1.08337,Negative,-0.000303,-0.000425,-0.000122,-0.000139,362,2024.06.03 06:34:00,1.08538,1.08540,1.08490,Negative,-0.000065,-0.000026,-0.000009,-0.000010
363,2024.05.13 09:00:00,1.07713,1.07689,1.07274,Positive,-0.000023,0.000585,0.000547,0.000782,363,2024.05.28 17:45:00,1.08745,1.08735,1.08512,Positive,-0.000153,0.000406,0.000403,0.000565,363,2024.05.31 06:20:00,1.08201,1.08234,1.08337,Negative,-0.000346,-0.000425,-0.000117,-0.000133,363,2024.06.03 06:33:00,1.08539,1.08541,1.08490,Negative,-0.000058,-0.000021,-0.000008,-0.000007
364,2024.05.13 08:00:00,1.07714,1.07688,1.07273,Positive,-0.000013,0.000599,0.000552,0.000789,364,2024.05.28 17:30:00,1.08745,1.08735,1.08512,Positive,-0.000184,0.000414,0.000406,0.000569,364,2024.05.31 06:15:00,1.08204,1.08237,1.08338,Negative,-0.000381,-0.000420,-0.000111,-0.000125,364,2024.06.03 06:32:00,1.08541,1.08542,1.08489,Negative,-0.000046,-0.000015,-0.000006,-0.000005
365,2024.05.13 07:00:00,1.07713,1.07687,1.07272,Positive,-0.000030,0.000605,0.000554,0.000791,365,2024.05.28 17:15:00,1.08749,1.08738,1.08512,Positive,-0.000179,0.000433,0.000413,0.000578,365,2024.05.31 06:10:00,1.08208,1.08241,1.08338,Negative,-0.000399,-0.000409,-0.000103,-0.000114,365,2024.06.03 06:31:00,1.08541,1.08542,1.08489,Negative,-0.000043,-0.000012,-0.000004,-0.000003
366,2024.05.13 06:00:00,1.07713,1.07686,1.07271,Positive,-0.000017,0.000620,0.000559,0.000798,366,2024.05.28 17:00:00,1.08755,1.08741,1.08511,Positive,-0.000147,0.000460,0.000422,0.000589,366,2024.05.31 06:05:00,1.08213,1.08246,1.08339,Negative,-0.000413,-0.000396,-0.000095,-0.000102,366,2024.06.03 06:30:00,1.08543,1.08543,1.08489,Negative,-0.000035,-0.000008,-0.000003,-0.000001
367,2024.05.13 05:00:00,1.07714,1.07685,1.07270,Positive,-0.000019,0.000630,0.000562,0.000802,367,2024.05.28 16:45:00,1.08763,1.08746,1.08511,Positive,-0.000077,0.000495,0.000433,0.000603,367,2024.05.31 06:00:00,1.08218,1.08250,1.08339,Negative,-0.000423,-0.000380,-0.000085,-0.000090,367,2024.06.03 06:29:00,1.08544,1.08544,1.08489,Negative,-0.000023,-0.000003,-0.000002,0.000001
368,2024.05.13 04:00:00,1.07715,1.07685,1.07270,Positive,-0.000018,0.000641,0.000565,0.000807,368,2024.05.28 16:30:00,1.08770,1.08748,1.08511,Positive,0.000024,0.000535,0.000445,0.000619,368,2024.05.31 05:55:00,1.08225,1.08256,1.08339,Negative,-0.000411,-0.000359,-0.000074,-0.000075,368,2024.06.03 06:28:00,1.08544,1.08544,1.08489,Negative,-0.000020,-0.000001,-0.000001,0.000001
369,2024.05.13 03:00:00,1.07716,1.07684,1.07269,Positive,0.000006,0.000658,0.000571,0.000813,369,2024.05.28 16:15:00,1.08773,1.08749,1.08511,Positive,0.000096,0.000562,0.000453,0.000629,369,2024.05.31 05:50:00,1.08233,1.08261,1.08340,Negative,-0.000383,-0.000333,-0.000062,-0.000058,369,2024.06.03 06:27:00,1.08545,1.08544,1.08489,Negative,-0.000019,-0.000000,-0.000001,0.000002
370,2024.05.13 02:00:00,1.07717,1.07683,1.07268,Positive,0.000035,0.000675,0.000576,0.000820,370,2024.05.28 16:00:00,1.08774,1.08748,1.08510,Positive,0.000132,0.000577,0.000456,0.000633,370,2024.05.31 05:45:00,1.08238,1.08265,1.08340,Negative,-0.000372,-0.000312,-0.000052,-0.000045,370,2024.06.03 06:26:00,1.08545,1.08545,1.08489,Negative,-0.000013,0.000002,0.000000,0.000003
371,2024.05.13 01:00:00,1.07718,1.07682,1.07267,Positive,0.000061,0.000691,0.000580,0.000825,371,2024.05.28 15:45:00,1.08774,1.08747,1.08510,Positive,0.000160,0.000586,0.000459,0.000636,371,2024.05.31 05:40:00,1.08245,1.08270,1.08340,Negative,-0.000358,-0.000292,-0.000041,-0.000031,371,2024.06.03 06:25:00,1.08546,1.08545,1.08489,Positive,-0.000005,0.000005,0.000001,0.000004
372,2024.05.13 00:00:00,1.07718,1.07680,1.07266,Positive,0.000071,0.000700,0.000582,0.000828,372,2024.05.28 15:30:00,1.08774,1.08746,1.08509,Positive,0.000202,0.000599,0.000461,0.000639,372,2024.05.31 05:35:00,1.08251,1.08275,1.08341,Negative,-0.000335,-0.000269,-0.000031,-0.000016,372,2024.06.03 06:24:00,1.08546,1.08545,1.08489,Positive,-0.000002,0.000006,0.000001,0.000004
373,2024.05.10 23:00:00,1.07720,1.07680,1.07266,Positive,0.000119,0.000719,0.000587,0.000835,373,2024.05.28 15:15:00,1.08774,1.08745,1.08509,Positive,0.000240,0.000608,0.000463,0.000641,373,2024.05.31 05:30:00,1.08257,1.08279,1.08341,Negative,-0.000315,-0.000249,-0.000020,-0.000003,373,2024.06.03 06:23:00,1.08546,1.08545,1.08489,Positive,-0.000001,0.000006,0.000001,0.000004
374,2024.05.10 22:00:00,1.07721,1.07680,1.07265,Positive,0.000172,0.000736,0.000592,0.000841,374,2024.05.28 15:00:00,1.08774,1.08743,1.08508,Positive,0.000293,0.000619,0.000465,0.000644,374,2024.05.31 05:25:00,1.08262,1.08283,1.08341,Negative,-0.000306,-0.000232,-0.000012,0.000009,374,2024.06.03 06:22:00,1.08547,1.08545,1.08489,Positive,0.000010,0.000009,0.000002,0.000005
375,2024.05.10 21:00:00,1.07721,1.07677,1.07264,Positive,0.000212,0.000748,0.000594,0.000844,375,2024.05.28 14:45:00,1.08771,1.08739,1.08508,Positive,0.000305,0.000617,0.000463,0.000640,375,2024.05.31 05:20:00,1.08267,1.08287,1.08342,Negative,-0.000298,-0.000216,-0.000003,0.000020,375,2024.06.03 06:21:00,1.08547,1.08545,1.08488,Positive,0.000015,0.000010,0.000002,0.000006
376,2024.05.10 20:00:00,1.07721,1.07675,1.07263,Positive,0.000245,0.000755,0.000595,0.000845,376,2024.05.28 14:30:00,1.08765,1.08734,1.08507,Positive,0.000294,0.000607,0.000458,0.000634,376,2024.05.31 05:15:00,1.08272,1.08290,1.08342,Negative,-0.000289,-0.000199,0.000005,0.000031,376,2024.06.03 06:20:00,1.08548,1.08545,1.08488,Positive,0.000026,0.000012,0.000003,0.000006
377,2024.05.10 19:00:00,1.07719,1.07672,1.07262,Positive,0.000276,0.000760,0.000595,0.000845,377,2024.05.28 14:15:00,1.08757,1.08729,1.08506,Positive,0.000242,0.000587,0.000451,0.000624,377,2024.05.31 05:10:00,1.08276,1.08294,1.08342,Negative,-0.000283,-0.000184,0.000013,0.000042,377,2024.06.03 06:19:00,1.08548,1.08545,1.08488,Positive,0.000039,0.000013,0.000003,0.000007
378,2024.05.10 18:00:00,1.07716,1.07669,1.07261,Positive,0.000294,0.000759,0.000594,0.000843,378,2024.05.28 14:00:00,1.08750,1.08723,1.08506,Positive,0.000197,0.000572,0.000445,0.000616,378,2024.05.31 05:05:00,1.08281,1.08297,1.08342,Negative,-0.000264,-0.000166,0.000022,0.000053,378,2024.06.03 06:18:00,1.08548,1.08545,1.08488,Positive,0.000050,0.000014,0.000003,0.000007
379,2024.05.10 17:00:00,1.07718,1.07669,1.07261,Positive,0.000349,0.000768,0.000595,0.000845,379,2024.05.28 13:45:00,1.08743,1.08719,1.08505,Positive,0.000115,0.000549,0.000436,0.000605,379,2024.05.31 05:00:00,1.08285,1.08300,1.08343,Negative,-0.000255,-0.000150,0.000029,0.000064,379,2024.06.03 06:17:00,1.08548,1.08545,1.08488,Positive,0.000059,0.000013,0.000003,0.000007
380,2024.05.10 16:00:00,1.07720,1.07666,1.07260,Positive,0.000501,0.000799,0.000603,0.000855,380,2024.05.28 13:30:00,1.08740,1.08716,1.08504,Positive,0.000099,0.000548,0.000435,0.000603,380,2024.05.31 04:55:00,1.08290,1.08304,1.08343,Negative,-0.000238,-0.000134,0.000037,0.000074,380,2024.06.03 06:16:00,1.08548,1.08545,1.08488,Positive,0.000063,0.000011,0.000002,0.000006
381,2024.05.10 15:00:00,1.07711,1.07660,1.07259,Positive,0.000448,0.000768,0.000591,0.000840,381,2024.05.28 13:15:00,1.08737,1.08714,1.08504,Positive,0.000073,0.000545,0.000433,0.000601,381,2024.05.31 04:50:00,1.08296,1.08308,1.08343,Negative,-0.000199,-0.000112,0.000047,0.000087,381,2024.06.03 06:15:00,1.08547,1.08544,1.08488,Positive,0.000063,0.000008,0.000001,0.000004
382,2024.05.10 14:00:00,1.07711,1.07657,1.07258,Positive,0.000549,0.000780,0.000594,0.000843,382,2024.05.28 13:00:00,1.08734,1.08711,1.08503,Positive,0.000054,0.000544,0.000433,0.000599,382,2024.05.31 04:45:00,1.08302,1.08311,1.08343,Negative,-0.000156,-0.000091,0.000056,0.000099,382,2024.06.03 06:14:00,1.08546,1.08543,1.08488,Positive,0.000062,0.000004,-0.000001,0.000002
383,2024.05.10 13:00:00,1.07705,1.07652,1.07257,Positive,0.000577,0.000767,0.000588,0.000835,383,2024.05.28 12:45:00,1.08731,1.08708,1.08503,Positive,0.000018,0.000541,0.000431,0.000597,383,2024.05.31 04:40:00,1.08307,1.08314,1.08343,Negative,-0.000111,-0.000071,0.000065,0.000110,383,2024.06.03 06:13:00,1.08545,1.08543,1.08488,Positive,0.000065,0.000001,-0.000002,0.000001
384,2024.05.10 12:00:00,1.07700,1.07646,1.07256,Positive,0.000612,0.000754,0.000582,0.000828,384,2024.05.28 12:30:00,1.08729,1.08706,1.08503,Positive,-0.000015,0.000540,0.000429,0.000595,384,2024.05.31 04:35:00,1.08310,1.08316,1.08344,Negative,-0.000081,-0.000057,0.000071,0.000119,384,2024.06.03 06:12:00,1.08544,1.08542,1.08487,Positive,0.000068,-0.000002,-0.000003,-0.000000
385,2024.05.10 11:00:00,1.07692,1.07639,1.07255,Positive,0.000635,0.000736,0.000575,0.000819,385,2024.05.28 12:15:00,1.08728,1.08705,1.08502,Positive,-0.000036,0.000544,0.000430,0.000595,385,2024.05.31 04:30:00,1.08312,1.08318,1.08344,Negative,-0.000068,-0.000050,0.000075,0.000125,385,2024.06.03 06:11:00,1.08543,1.08541,1.08487,Positive,0.000061,-0.000008,-0.000005,-0.000003
386,2024.05.10 10:00:00,1.07683,1.07632,1.07254,Positive,0.000647,0.000713,0.000566,0.000808,386,2024.05.28 12:00:00,1.08730,1.08705,1.08502,Positive,-0.000011,0.000562,0.000434,0.000601,386,2024.05.31 04:25:00,1.08314,1.08319,1.08344,Negative,-0.000050,-0.000042,0.000080,0.000131,386,2024.06.03 06:10:00,1.08541,1.08540,1.08487,Positive,0.000046,-0.000016,-0.000007,-0.000006
387,2024.05.10 09:00:00,1.07674,1.07624,1.07253,Positive,0.000646,0.000687,0.000557,0.000795,387,2024.05.28 11:45:00,1.08733,1.08706,1.08501,Positive,0.000037,0.000584,0.000440,0.000608,387,2024.05.31 04:20:00,1.08315,1.08319,1.08344,Negative,-0.000047,-0.000039,0.000083,0.000135,387,2024.06.03 06:09:00,1.08540,1.08539,1.08487,Positive,0.000035,-0.000022,-0.000009,-0.000008
388,2024.05.10 08:00:00,1.07668,1.07618,1.07252,Positive,0.000680,0.000669,0.000550,0.000787,388,2024.05.28 11:30:00,1.08736,1.08706,1.08501,Positive,0.000081,0.000603,0.000445,0.000614,388,2024.05.31 04:15:00,1.08316,1.08321,1.08344,Negative,-0.000045,-0.000036,0.000086,0.000139,388,2024.06.03 06:08:00,1.08539,1.08539,1.08487,Positive,0.000027,-0.000026,-0.000010,-0.000009
389,2024.05.10 07:00:00,1.07661,1.07613,1.07251,Positive,0.000726,0.000652,0.000544,0.000779,389,2024.05.28 11:15:00,1.08739,1.08706,1.08501,Positive,0.000156,0.000628,0.000451,0.000621,389,2024.05.31 04:10:00,1.08318,1.08322,1.08344,Negative,-0.000019,-0.000027,0.000091,0.000146,389,2024.06.03 06:07:00,1.08538,1.08538,1.08487,Negative,0.000015,-0.000032,-0.000011,-0.000011
390,2024.05.10 06:00:00,1.07655,1.07607,1.07250,Positive,0.000792,0.000638,0.000539,0.000773,390,2024.05.28 11:00:00,1.08738,1.08704,1.08500,Positive,0.000182,0.000636,0.000451,0.000622,390,2024.05.31 04:05:00,1.08319,1.08322,1.08344,Negative,-0.000010,-0.000023,0.000094,0.000150,390,2024.06.03 06:06:00,1.08537,1.08538,1.08487,Negative,0.000001,-0.000037,-0.000013,-0.000013
391,2024.05.10 05:00:00,1.07648,1.07601,1.07249,Positive,0.000843,0.000616,0.000532,0.000763,391,2024.05.28 10:45:00,1.08736,1.08701,1.08500,Positive,0.000196,0.000640,0.000450,0.000620,391,2024.05.31 04:00:00,1.08319,1.08322,1.08344,Negative,-0.000009,-0.000022,0.000096,0.000153,391,2024.06.03 06:05:00,1.08536,1.08538,1.08487,Negative,-0.000000,-0.000038,-0.000013,-0.000013
392,2024.05.10 04:00:00,1.07641,1.07594,1.07248,Positive,0.000916,0.000598,0.000526,0.000755,392,2024.05.28 10:30:00,1.08733,1.08698,1.08499,Positive,0.000198,0.000639,0.000448,0.000617,392,2024.05.31 03:55:00,1.08319,1.08322,1.08344,Negative,-0.000017,-0.000024,0.000098,0.000155,392,2024.06.03 06:04:00,1.08537,1.08538,1.08486,Negative,0.000002,-0.000038,-0.000012,-0.000012
393,2024.05.10 03:00:00,1.07631,1.07586,1.07247,Positive,0.000974,0.000571,0.000518,0.000745,393,2024.05.28 10:15:00,1.08730,1.08695,1.08499,Positive,0.000195,0.000637,0.000446,0.000613,393,2024.05.31 03:50:00,1.08319,1.08322,1.08344,Negative,-0.000024,-0.000025,0.000099,0.000158,393,2024.06.03 06:03:00,1.08537,1.08538,1.08486,Negative,0.000003,-0.000039,-0.000012,-0.000012
394,2024.05.10 02:00:00,1.07620,1.07577,1.07246,Positive,0.001003,0.000533,0.000506,0.000730,394,2024.05.28 10:00:00,1.08729,1.08693,1.08498,Positive,0.000210,0.000640,0.000444,0.000611,394,2024.05.31 03:45:00,1.08318,1.08323,1.08344,Negative,-0.000035,-0.000027,0.000101,0.000160,394,2024.06.03 06:02:00,1.08537,1.08538,1.08486,Negative,0.000005,-0.000039,-0.000012,-0.000011
395,2024.05.10 01:00:00,1.07605,1.07567,1.07245,Positive,0.001000,0.000485,0.000492,0.000711,395,2024.05.28 09:45:00,1.08728,1.08691,1.08498,Positive,0.000251,0.000649,0.000445,0.000612,395,2024.05.31 03:40:00,1.08319,1.08323,1.08344,Negative,-0.000031,-0.000024,0.000104,0.000164,395,2024.06.03 06:01:00,1.08537,1.08538,1.08486,Negative,0.000008,-0.000039,-0.000012,-0.000011
396,2024.05.10 00:00:00,1.07589,1.07556,1.07244,Positive,0.000958,0.000427,0.000475,0.000689,396,2024.05.28 09:30:00,1.08726,1.08688,1.08497,Positive,0.000277,0.000651,0.000443,0.000610,396,2024.05.31 03:35:00,1.08319,1.08323,1.08344,Negative,-0.000038,-0.000024,0.000106,0.000167,396,2024.06.03 06:00:00,1.08537,1.08538,1.08486,Negative,0.000006,-0.000041,-0.000012,-0.000011
397,2024.05.09 23:00:00,1.07574,1.07546,1.07243,Positive,0.000936,0.000375,0.000460,0.000671,397,2024.05.28 09:15:00,1.08724,1.08685,1.08497,Positive,0.000307,0.000654,0.000442,0.000607,397,2024.05.31 03:30:00,1.08319,1.08324,1.08344,Negative,-0.000036,-0.000022,0.000109,0.000171,397,2024.06.03 05:59:00,1.08536,1.08538,1.08486,Negative,0.000004,-0.000043,-0.000012,-0.000011
398,2024.05.09 22:00:00,1.07557,1.07535,1.07242,Positive,0.000873,0.000314,0.000444,0.000649,398,2024.05.28 09:00:00,1.08720,1.08681,1.08496,Positive,0.000316,0.000648,0.000438,0.000602,398,2024.05.31 03:25:00,1.08319,1.08324,1.08344,Negative,-0.000047,-0.000023,0.000111,0.000174,398,2024.06.03 05:58:00,1.08536,1.08538,1.08486,Negative,0.000002,-0.000044,-0.000012,-0.000011
399,2024.05.09 21:00:00,1.07538,1.07523,1.07241,Positive,0.000772,0.000245,0.000425,0.000625,399,2024.05.28 08:45:00,1.08716,1.08677,1.08496,Positive,0.000322,0.000642,0.000433,0.000596,399,2024.05.31 03:20:00,1.08320,1.08324,1.08345,Negative,-0.000043,-0.000019,0.000115,0.000179,399,2024.06.03 05:57:00,1.08536,1.08538,1.08486,Negative,0.000003,-0.000045,-0.000011,-0.000011
400,2024.05.09 20:00:00,1.07519,1.07512,1.07240,Positive,0.000640,0.000173,0.000406,0.000601,400,2024.05.28 08:30:00,1.08714,1.08674,1.08495,Positive,0.000353,0.000642,0.000431,0.000592,400,2024.05.31 03:15:00,1.08322,1.08325,1.08345,Negative,-0.000032,-0.000013,0.000119,0.000184,400,2024.06.03 05:56:00,1.08536,1.08538,1.08486,Negative,0.000005,-0.000045,-0.000011,-0.000010
401,2024.05.09 19:00:00,1.07501,1.07501,1.07239,Positive,0.000504,0.000106,0.000390,0.000580,401,2024.05.28 08:15:00,1.08711,1.08671,1.08495,Positive,0.000382,0.000639,0.000428,0.000588,401,2024.05.31 03:10:00,1.08323,1.08326,1.08345,Negative,-0.000021,-0.000008,0.000122,0.000189,401,2024.06.03 05:55:00,1.08536,1.08538,1.08486,Negative,0.000007,-0.000046,-0.000011,-0.000010
402,2024.05.09 18:00:00,1.07483,1.07491,1.07238,Positive,0.000340,0.000039,0.000375,0.000560,402,2024.05.28 08:00:00,1.08708,1.08668,1.08494,Positive,0.000422,0.000638,0.000425,0.000584,402,2024.05.31 03:05:00,1.08323,1.08326,1.08345,Negative,-0.000021,-0.000007,0.000125,0.000193,402,2024.06.03 05:54:00,1.08537,1.08539,1.08486,Negative,0.000009,-0.000046,-0.000010,-0.000009
403,2024.05.09 17:00:00,1.07466,1.07480,1.07237,Negative,0.000182,-0.000018,0.000363,0.000546,403,2024.05.28 07:45:00,1.08704,1.08664,1.08494,Positive,0.000448,0.000631,0.000420,0.000577,403,2024.05.31 03:00:00,1.08323,1.08326,1.08345,Negative,-0.000024,-0.000006,0.000128,0.000196,403,2024.06.03 05:53:00,1.08537,1.08539,1.08485,Negative,0.000011,-0.000047,-0.000010,-0.000009
404,2024.05.09 16:00:00,1.07447,1.07470,1.07236,Negative,-0.000077,-0.000094,0.000346,0.000524,404,2024.05.28 07:30:00,1.08699,1.08659,1.08493,Positive,0.000481,0.000625,0.000415,0.000571,404,2024.05.31 02:55:00,1.08324,1.08327,1.08345,Negative,-0.000019,-0.000004,0.000131,0.000201,404,2024.06.03 05:52:00,1.08537,1.08539,1.08485,Negative,0.000016,-0.000047,-0.000010,-0.000008
405,2024.05.09 15:00:00,1.07435,1.07465,1.07236,Negative,-0.000284,-0.000143,0.000338,0.000514,405,2024.05.28 07:15:00,1.08693,1.08654,1.08493,Positive,0.000483,0.000608,0.000408,0.000561,405,2024.05.31 02:50:00,1.08324,1.08327,1.08345,Negative,-0.000015,-0.000001,0.000134,0.000205,405,2024.06.03 05:51:00,1.08537,1.08539,1.08485,Negative,0.000019,-0.000048,-0.000009,-0.000007
406,2024.05.09 14:00:00,1.07429,1.07466,1.07235,Negative,-0.000501,-0.000184,0.000334,0.000509,406,2024.05.28 07:00:00,1.08686,1.08648,1.08492,Positive,0.000484,0.000590,0.000400,0.000551,406,2024.05.31 02:45:00,1.08324,1.08328,1.08345,Negative,-0.000019,-0.000001,0.000136,0.000208,406,2024.06.03 05:50:00,1.08537,1.08539,1.08485,Negative,0.000021,-0.000049,-0.000009,-0.000007
407,2024.05.09 13:00:00,1.07439,1.07473,1.07235,Negative,-0.000443,-0.000140,0.000356,0.000539,407,2024.05.28 06:45:00,1.08679,1.08642,1.08492,Positive,0.000473,0.000569,0.000391,0.000539,407,2024.05.31 02:40:00,1.08325,1.08328,1.08345,Negative,-0.000013,0.000002,0.000140,0.000213,407,2024.06.03 05:49:00,1.08536,1.08539,1.08485,Negative,0.000022,-0.000051,-0.000009,-0.000007
408,2024.05.09 12:00:00,1.07445,1.07479,1.07235,Negative,-0.000439,-0.000112,0.000373,0.000561,408,2024.05.28 06:30:00,1.08671,1.08636,1.08491,Positive,0.000462,0.000549,0.000383,0.000528,408,2024.05.31 02:35:00,1.08325,1.08328,1.08345,Negative,-0.000011,0.000004,0.000143,0.000217,408,2024.06.03 05:48:00,1.08536,1.08539,1.08485,Negative,0.000023,-0.000052,-0.000009,-0.000007
409,2024.05.09 11:00:00,1.07456,1.07486,1.07235,Negative,-0.000384,-0.000070,0.000395,0.000589,409,2024.05.28 06:15:00,1.08664,1.08630,1.08491,Positive,0.000443,0.000527,0.000374,0.000516,409,2024.05.31 02:30:00,1.08326,1.08329,1.08345,Negative,-0.000002,0.000008,0.000146,0.000221,409,2024.06.03 05:47:00,1.08536,1.08539,1.08485,Negative,0.000019,-0.000055,-0.000009,-0.000007
410,2024.05.09 10:00:00,1.07468,1.07494,1.07235,Negative,-0.000283,-0.000019,0.000419,0.000620,410,2024.05.28 06:00:00,1.08657,1.08625,1.08490,Positive,0.000426,0.000506,0.000366,0.000506,410,2024.05.31 02:25:00,1.08326,1.08329,1.08345,Negative,0.000004,0.000010,0.000149,0.000226,410,2024.06.03 05:46:00,1.08535,1.08539,1.08485,Negative,0.000017,-0.000058,-0.000009,-0.000007
411,2024.05.09 09:00:00,1.07476,1.07500,1.07235,Negative,-0.000217,0.000018,0.000438,0.000646,411,2024.05.28 05:45:00,1.08650,1.08620,1.08490,Positive,0.000417,0.000488,0.000359,0.000496,411,2024.05.31 02:20:00,1.08327,1.08329,1.08345,Negative,0.000007,0.000011,0.000152,0.000230,411,2024.06.03 05:45:00,1.08535,1.08539,1.08485,Negative,0.000014,-0.000060,-0.000009,-0.000007
412,2024.05.09 08:00:00,1.07482,1.07504,1.07234,Negative,-0.000159,0.000051,0.000455,0.000668,412,2024.05.28 05:30:00,1.08642,1.08614,1.08489,Positive,0.000390,0.000465,0.000351,0.000485,412,2024.05.31 02:15:00,1.08327,1.08330,1.08345,Negative,0.000013,0.000013,0.000155,0.000234,412,2024.06.03 05:44:00,1.08534,1.08539,1.08485,Negative,0.000007,-0.000063,-0.000009,-0.000007
413,2024.05.09 07:00:00,1.07485,1.07506,1.07234,Negative,-0.000147,0.000069,0.000468,0.000685,413,2024.05.28 05:15:00,1.08635,1.08609,1.08489,Positive,0.000368,0.000445,0.000344,0.000476,413,2024.05.31 02:10:00,1.08327,1.08330,1.08345,Negative,0.000017,0.000014,0.000158,0.000238,413,2024.06.03 05:43:00,1.08534,1.08538,1.08484,Negative,0.000003,-0.000066,-0.000009,-0.000007
414,2024.05.09 06:00:00,1.07487,1.07508,1.07233,Negative,-0.000144,0.000083,0.000480,0.000701,414,2024.05.28 05:00:00,1.08628,1.08604,1.08488,Positive,0.000346,0.000426,0.000337,0.000467,414,2024.05.31 02:05:00,1.08327,1.08330,1.08345,Negative,0.000022,0.000016,0.000161,0.000242,414,2024.06.03 05:42:00,1.08534,1.08538,1.08484,Negative,-0.000003,-0.000068,-0.000009,-0.000006
415,2024.05.09 05:00:00,1.07487,1.07508,1.07233,Negative,-0.000161,0.000093,0.000490,0.000714,415,2024.05.28 04:45:00,1.08621,1.08598,1.08488,Positive,0.000304,0.000403,0.000329,0.000456,415,2024.05.31 02:00:00,1.08327,1.08330,1.08345,Negative,0.000027,0.000017,0.000164,0.000245,415,2024.06.03 05:41:00,1.08533,1.08538,1.08484,Negative,-0.000007,-0.000070,-0.000009,-0.000006
416,2024.05.09 04:00:00,1.07489,1.07510,1.07233,Negative,-0.000181,0.000103,0.000500,0.000727,416,2024.05.28 04:30:00,1.08614,1.08593,1.08488,Positive,0.000260,0.000381,0.000322,0.000446,416,2024.05.31 01:55:00,1.08327,1.08330,1.08345,Negative,0.000028,0.000017,0.000167,0.000249,416,2024.06.03 05:40:00,1.08533,1.08538,1.08484,Negative,-0.000012,-0.000072,-0.000008,-0.000005
